-22.0,141.0,1280.0
-23.740772,142.56818,1273.181
-23.26557,142.61542,1268.4359
-22.942322,142.78731,1272.9387
-23.551037,143.64548,1273.5251
-24.191896,146.49585,1276.15
-24.416107,146.21802,1276.7607
-23.773565,145.09726,1275.4576
-25.075018,143.14172,1275.7561
-34.07327,137.4904,1286.1917
-31.034845,140.62392,1293.9554
-30.722168,139.68605,1305.9353
-27.420412,138.15845,1307.122
-26.63874,138.59583,1304.1453
-23.851574,134.2916,1287.6895
-25.03863,138.54716,1291.3594
-26.93237,146.1213,1283.7672
-28.371294,145.4805,1284.5828
-29.004185,141.85214,1302.2911
-28.349688,142.7326,1299.6548
-26.46135,149.22137,1304.7689
-25.404604,147.68713,1302.848
-25.38293,155.3115,1307.4778
-29.177347,160.24901,1289.2245
-25.474585,159.47339,1296.8096
-22.266048,157.88094,1300.0128
-20.73543,144.4353,1281.1759
-21.865335,147.33235,1290.8668
-21.913614,148.857,1295.8168
