10.0,6.0,8.0
220.79744,-346.68854,1136.0167
220.62961,-344.2782,1137.5391
220.28001,-350.1184,1136.7946
220.22266,-344.0428,1141.5687
218.86539,-347.594,1138.8174
219.46935,-348.56604,1139.151
220.50677,-350.39832,1138.811
220.9724,-349.35162,1139.3264
220.42474,-353.70197,1143.5466
220.54735,-353.14642,1143.914
220.47502,-352.9822,1144.8907
220.84393,-355.9652,1140.6489
220.24773,-355.35065,1139.6646
221.11533,-347.765,1143.9677
220.92374,-353.4944,1136.8505
221.3357,-349.89993,1140.062
220.72523,-352.9362,1141.4042
219.72717,-352.07968,1150.8868
220.22655,-355.10492,1148.1183
218.65506,-348.4994,1153.6276
215.27768,-348.61276,1142.8398
214.49301,-346.6928,1139.0837
215.88403,-346.66714,1148.9722
216.25635,-348.13593,1147.7229
219.93227,-349.37103,1153.0774
225.67995,-340.66254,1166.7599
225.4905,-347.8297,1165.2273
222.84174,-351.14865,1141.905
