10.0,6.0,5.0
115.65961,142.477,1276.8875
116.2304,142.3438,1272.7335
116.80771,142.33662,1277.1956
116.80769,143.37785,1278.03
116.09479,146.54417,1280.0289
115.4919,146.71806,1279.3894
116.24217,145.74136,1276.6818
115.47931,144.53548,1276.065
114.59605,143.24509,1281.4141
115.160805,143.91147,1294.7339
116.401184,143.13239,1305.7158
119.073074,139.78206,1308.9086
117.89185,140.35248,1303.6527
121.923065,136.34052,1278.3661
118.88601,140.52782,1285.3593
115.84585,148.60793,1278.0602
113.765205,148.48354,1276.3903
115.01894,146.94351,1287.3503
115.73096,146.36719,1288.5397
116.80069,151.26407,1294.431
118.22917,148.72684,1294.7349
114.91192,156.72942,1296.5786
107.78057,164.49397,1269.041
112.067825,161.46219,1283.7661
114.7933,158.01778,1291.7561
122.40123,145.76639,1263.557
119.34907,148.26855,1279.7333
115.937225,152.07542,1271.0355
