233.01514,-345.14594,1146.338
231.92511,-351.74152,1141.1848
234.68721,-351.63684,1136.0995
236.8216,-355.41733,1133.623
232.19807,-344.11105,1147.076
233.46504,-345.87338,1146.8873
232.8525,-352.8872,1139.8737
316.05768,-250.21806,1202.6713
239.7264,-333.77502,1164.9017
235.13353,-340.77313,1161.2805
237.91034,-339.01465,1159.8429
239.3594,-335.97427,1160.1459
238.10304,-344.9737,1152.5171
238.50569,-341.69403,1158.027
236.93744,-347.1568,1156.2169
235.99185,-349.6949,1153.4921
234.45172,-346.0036,1156.1025
235.17052,-340.99524,1161.7521
239.18831,-345.3145,1157.8718
241.69026,-339.90564,1159.288
239.74306,-336.56122,1155.7002
234.97662,-336.79663,1140.1768
233.75642,-339.4568,1142.6909
233.38724,-339.5655,1144.9978
234.44846,-341.74863,1155.0857
234.87924,-344.5357,1153.4384
237.33063,-340.78424,1163.127
240.50906,-336.17474,1158.3522
242.97632,-331.9596,1170.6375
