-22.0,-47.0,1251.0
-23.194384,-46.064697,1247.9905
-22.928732,-45.692394,1245.601
-22.775887,-45.238316,1247.568
-23.077902,-44.53447,1247.6044
-23.377373,-42.926174,1249.0508
-23.222994,-43.429028,1249.3347
-22.670536,-44.3215,1248.9608
-23.145115,-45.528526,1248.8958
-27.89888,-48.314365,1254.5211
-26.638937,-46.526684,1258.7614
-26.41083,-46.997166,1264.5789
-24.848364,-47.746994,1265.171
-24.519722,-47.03257,1263.9023
-23.368544,-49.737694,1254.799
-23.952488,-47.297928,1256.0652
-24.903004,-43.11989,1252.0829
-26.192364,-43.478813,1253.1216
-26.49401,-45.485832,1262.6488
-26.54106,-44.9255,1261.7362
-26.744274,-40.657063,1263.3292
-26.37157,-41.638927,1261.4668
-27.167849,-35.634495,1259.6611
-28.733854,-32.938137,1251.6029
-26.611765,-32.389126,1255.5641
-24.634104,-33.77724,1257.527
-22.97767,-42.71695,1248.8207
-23.588326,-40.433563,1253.2238
-22.203335,-43.151066,1269.2683
