1.2698781,123.96231,1278.7355
2.0105546,124.35809,1281.1565
4.7869587,123.31384,1259.8574
2.2121716,121.233345,1253.2003
1.2735469,116.18299,1237.0632
0.633713,121.99379,1259.443
0.074207395,124.9651,1269.1427
56.29186,207.84714,1428.7804
13.654587,148.64268,1304.0684
3.0120401,133.74707,1297.7224
4.254245,136.70905,1304.7399
3.964582,137.28026,1308.5594
3.257923,137.39044,1303.964
0.83256894,136.58685,1307.5992
-4.225684,130.79341,1300.147
-8.532977,128.03635,1298.9672
-6.198055,130.22731,1303.7493
-16.629509,134.00446,1318.7634
-14.326121,131.9787,1310.5353
-14.632776,136.4488,1310.3513
-14.830048,138.82684,1310.8206
-13.85236,139.79727,1309.7828
-10.99158,141.39839,1311.9366
-9.629984,142.63461,1313.5679
-8.255717,143.41998,1315.1616
-8.057517,143.74147,1314.1399
-6.3834624,144.8941,1313.3951
-6.493953,145.86726,1309.5914
-12.798332,151.89073,1281.1184
