138.0122,123.70551,1276.0916
138.15402,123.46167,1280.9386
140.90524,119.79579,1274.7257
140.43912,118.30397,1273.8219
133.87721,116.0062,1232.3676
134.2904,121.3753,1262.4546
134.41606,123.96176,1274.9105
214.16196,226.74612,1342.5085
140.70612,149.98817,1273.6985
134.33992,135.7742,1281.0723
134.1152,138.34163,1288.6083
134.76285,138.5918,1292.4685
135.12178,139.00766,1288.2339
133.7546,138.53406,1295.9364
133.03954,134.21591,1290.7074
132.52916,132.62003,1292.1666
134.34076,133.47913,1296.8744
134.82025,143.11336,1305.1049
133.78188,138.97417,1300.3981
133.7371,143.44806,1300.376
134.70769,146.00992,1299.8981
134.60837,146.9691,1286.5442
136.17097,146.90225,1293.6842
136.25105,147.45998,1296.3353
138.53531,145.5118,1305.6321
138.88081,146.54865,1301.5978
140.10959,146.33249,1303.8578
140.46657,150.39024,1292.6821
131.62944,160.04646,1246.6866
